Actual_index,Actual,Predicted_index,Predicted,images
18051,18.34097,342,18.519225912084547,342.jpg
18052,18.34097,343,18.63189129854269,343.jpg
18053,18.34097,344,18.40365313109143,344.jpg
18054,18.34097,345,19.391630853326127,345.jpg
18055,18.34097,346,18.27348040642037,346.jpg
18056,18.34097,347,17.96901933812524,347.jpg
18057,18.34097,348,18.816416395008808,348.jpg
18058,18.34097,349,18.37742500862922,349.jpg
18059,18.34097,350,20.37293878020456,350.jpg
18060,18.34097,351,19.203950209927697,351.jpg
18061,18.34097,352,19.203324231511857,352.jpg
18062,18.34097,353,19.81770292213229,353.jpg
18063,18.34097,354,18.296854309861324,354.jpg
18064,18.34097,355,18.18292810398588,355.jpg
18065,18.34097,356,18.720873057515085,356.jpg
18066,18.34097,357,18.48175490008657,357.jpg
18067,18.34097,358,18.40462195163517,358.jpg
18068,18.34097,359,16.80825804601424,359.jpg
18069,18.34097,360,18.667025853100323,360.jpg
18070,18.34097,361,18.37157990018742,361.jpg
18071,18.34097,362,18.304140754595927,362.jpg
18072,18.34097,363,18.57900451853793,363.jpg
18073,18.34097,364,16.858385296728315,364.jpg
18074,18.34097,365,17.25451348743845,365.jpg
18075,18.34097,366,16.8838045916398,366.jpg
18076,18.34097,367,17.042405225814136,367.jpg
18077,18.34097,368,16.78526663311054,368.jpg
18078,18.34097,369,17.11784775267164,369.jpg
18079,18.34097,370,16.6091381368408,370.jpg
18080,18.34097,371,17.33011600728898,371.jpg
18081,18.34097,372,16.84369346203105,372.jpg
18082,18.34097,373,16.211625516966567,373.jpg
18083,18.34097,374,15.96359206485701,374.jpg
18084,19.07246,375,8.976671005451909,375.jpg
18085,19.07246,376,11.280643804340386,376.jpg
18086,19.07246,377,16.913978430510056,377.jpg
18087,19.07246,378,12.836721544286586,378.jpg
18088,19.07246,379,8.735595149505299,379.jpg
18089,19.07246,380,5.462262588508691,380.jpg
18090,19.07246,381,9.350854034813285,381.jpg
18091,19.07246,382,11.97449598230647,382.jpg
18092,19.07246,383,7.403369879871511,383.jpg
18093,19.07246,384,8.34011999141973,384.jpg
18094,19.07246,385,5.806725636673891,385.jpg
18095,19.07246,386,9.40054468657264,386.jpg
18096,19.07246,387,11.357353214489562,387.jpg
18097,19.07246,388,9.863288735315436,388.jpg
18098,19.07246,389,8.17761095698733,389.jpg
18099,19.07246,390,7.299033458087917,390.jpg
18100,19.07246,391,13.165037427905478,391.jpg
18101,19.07246,392,13.344248004937262,392.jpg
18102,19.07246,393,10.165619051446958,393.jpg
18103,19.07246,394,12.86817112903413,394.jpg
18104,19.07246,395,12.427967434232208,395.jpg
18105,19.07246,396,15.702146255542482,396.jpg
18106,19.07246,397,11.938498491780653,397.jpg
18107,19.07246,398,13.511709358923296,398.jpg
18108,19.07246,399,12.94658763643172,399.jpg
18109,19.07246,400,12.78597321290136,400.jpg
18110,19.07246,401,10.268093863798647,401.jpg
18111,19.07246,402,11.453693251785264,402.jpg
18112,19.07246,403,14.008077182908073,403.jpg
18113,19.07246,404,13.755465272422448,404.jpg
18114,19.07246,405,12.866230922461336,405.jpg
18115,19.07246,406,12.042860568417357,406.jpg
18116,19.07246,407,11.799505861836924,407.jpg
18117,19.07246,408,13.994196741246842,408.jpg
18118,18.95759,409,14.000998484177158,409.jpg
18119,18.95759,410,11.837431897638668,410.jpg
18120,18.95759,411,12.255582214256895,411.jpg
18121,18.95759,412,12.183595862564944,412.jpg
18122,18.95759,413,13.389278102790604,413.jpg
18123,18.95759,414,13.7678208829053,414.jpg
18124,18.95759,415,11.734084587055364,415.jpg
18125,18.95759,416,12.709368521198051,416.jpg
18126,18.95759,417,12.66179835966106,417.jpg
18127,18.95759,418,12.289038941421252,418.jpg
18128,18.95759,419,12.134597192161698,419.jpg
18129,18.95759,420,10.510819093574176,420.jpg
18130,18.95759,421,11.383384960712526,421.jpg
18131,18.95759,422,10.588161478917312,422.jpg
18132,18.95759,423,11.021311954921972,423.jpg
18133,18.95759,424,11.51814885457324,424.jpg
18134,18.95759,425,10.601271108855608,425.jpg
18135,18.95759,426,11.136637049969629,426.jpg
18136,18.95759,427,11.262912569227616,427.jpg
18137,18.95759,428,11.156338111349235,428.jpg
18138,18.95759,429,10.384238048338265,429.jpg
18139,18.95759,430,8.92003721753772,430.jpg
18140,18.95759,431,10.853752646042254,431.jpg
18141,18.95759,432,11.50242289606978,432.jpg
18142,18.95759,433,10.535261638260057,433.jpg
18143,18.95759,434,10.970617498728275,434.jpg
18144,18.95759,435,8.879706855547862,435.jpg
18145,18.95759,436,10.38160679331311,436.jpg
18146,18.95759,437,11.303814334763974,437.jpg
18147,18.95759,438,10.23356289796687,438.jpg
18148,18.95759,439,10.673037994940518,439.jpg
18149,18.95759,440,8.583213251724395,440.jpg
18150,18.95759,441,9.239275014771303,441.jpg
18151,18.05148,442,11.764691526491273,442.jpg
18152,18.05148,443,10.309955587293128,443.jpg
18153,18.05148,444,12.348644960680994,444.jpg
18154,18.05148,445,10.765784020541698,445.jpg
18155,18.05148,446,11.030943719682549,446.jpg
18156,18.05148,447,11.307141069534296,447.jpg
18157,18.05148,448,11.775955872813274,448.jpg
18158,18.05148,449,11.785742499596246,449.jpg
18159,18.05148,450,12.234653917994969,450.jpg
18160,18.05148,451,13.12373206488454,451.jpg
18161,18.05148,452,12.68501775091852,452.jpg
18162,18.05148,453,12.10180539214472,453.jpg
18163,18.05148,454,12.4596290213568,454.jpg
18164,18.05148,455,13.365336993870024,455.jpg
18165,18.05148,456,13.696895301082888,456.jpg
18166,18.05148,457,13.228182883990405,457.jpg
18167,18.05148,458,12.445065227699144,458.jpg
18168,18.05148,459,12.721043345169788,459.jpg
18169,18.05148,460,13.444732700365565,460.jpg
18170,18.05148,461,14.110613391987766,461.jpg
18171,18.05148,462,13.91182093203036,462.jpg
18172,18.05148,463,13.605848851193642,463.jpg
18173,18.05148,464,13.615308903357842,464.jpg
18174,18.05148,465,13.791913646991643,465.jpg
18175,18.05148,466,13.996254318772603,466.jpg
18176,18.05148,467,14.14329289371591,467.jpg
18177,18.05148,468,13.704246466015109,468.jpg
18178,18.05148,469,13.80526326641947,469.jpg
18179,18.05148,470,13.157685679908417,470.jpg
18180,18.05148,471,13.60739006649412,471.jpg
18181,18.05148,472,13.8365513422054,472.jpg
18182,18.05148,473,13.632491066307614,473.jpg
18183,18.05148,474,13.463823176241196,474.jpg
18184,17.38173,475,12.738223000940732,475.jpg
18185,17.38173,476,13.056436936309362,476.jpg
18186,17.38173,477,13.041231771324,477.jpg
18187,17.38173,478,13.215064158240551,478.jpg
18188,17.38173,479,13.330236606912212,479.jpg
18189,17.38173,480,12.069440862044962,480.jpg
18190,17.38173,481,12.877067765640184,481.jpg
18191,17.38173,482,12.57970842713728,482.jpg
18192,17.38173,483,12.77353737269606,483.jpg
18193,17.38173,484,13.145080867511508,484.jpg
18194,17.38173,485,12.85804166012326,485.jpg
18195,17.38173,486,12.803286973586278,486.jpg
18196,17.38173,487,12.12296108369556,487.jpg
18197,17.38173,488,11.209097549992208,488.jpg
18198,17.38173,489,11.4178072432575,489.jpg
18199,17.38173,490,11.107457220044347,490.jpg
18200,17.38173,491,11.793877886742797,491.jpg
18201,17.38173,492,11.48263320883398,492.jpg
18202,17.38173,493,11.047990203443266,493.jpg
18203,17.38173,494,11.534014748639107,494.jpg
18204,17.38173,495,11.13600034316067,495.jpg
18205,17.38173,496,11.742508941138288,496.jpg
18206,17.38173,497,11.805305491220942,497.jpg
18207,17.38173,498,10.84853911343879,498.jpg
18208,17.38173,499,11.125495846942544,499.jpg
18209,17.38173,500,11.36236943795003,500.jpg
18210,17.38173,501,11.687378994068116,501.jpg
18211,17.38173,502,11.873395803629508,502.jpg
18212,17.38173,503,11.26415286476243,503.jpg
18213,17.38173,504,10.026607530202304,504.jpg
18214,17.38173,505,8.069932407521549,505.jpg
18215,17.38173,506,9.753477101426672,506.jpg
18216,17.38173,507,10.133149802901332,507.jpg
18217,16.54328,508,8.238586478951177,508.jpg
18218,16.54328,509,5.5842649421426,509.jpg
18219,16.54328,510,4.316966508303198,510.jpg
18220,16.54328,511,9.43252229484234,511.jpg
18221,16.54328,512,12.25023620932102,512.jpg
18222,16.54328,513,10.071925662088274,513.jpg
18223,16.54328,514,7.58241556616559,514.jpg
18224,16.54328,515,7.294707116950122,515.jpg
18225,16.54328,516,9.759721492673211,516.jpg
18226,16.54328,517,11.74438850896737,517.jpg
18227,16.54328,518,10.81340362597741,518.jpg
18228,16.54328,519,11.39953678977758,519.jpg
18229,16.54328,520,11.68258060363313,520.jpg
18230,16.54328,521,12.423492294946389,521.jpg
18231,16.54328,522,12.83855085192617,522.jpg
18232,16.54328,523,12.884531695313113,523.jpg
18233,16.54328,524,13.191676727695231,524.jpg
18234,16.54328,525,12.839529584572247,525.jpg
18235,16.54328,526,12.86003632495242,526.jpg
18236,16.54328,527,12.738401185556867,527.jpg
18237,16.54328,528,12.690473255431982,528.jpg
18238,16.54328,529,12.947306205544686,529.jpg
18239,16.54328,530,12.754462756184168,530.jpg
18240,16.54328,531,12.896496069286062,531.jpg
18241,16.54328,532,12.879482586995476,532.jpg
18242,16.54328,533,12.865496960436504,533.jpg
18243,16.54328,534,12.870540821170549,534.jpg
18244,16.54328,535,12.941654091566042,535.jpg
18245,16.54328,536,12.784377947489904,536.jpg
18246,16.54328,537,12.885980028384038,537.jpg
18247,16.54328,538,12.97565994919988,538.jpg
18248,16.54328,539,12.734191457387746,539.jpg
18249,16.54328,540,12.799823101964796,540.jpg
18250,16.15122,541,12.726800993885083,541.jpg
18251,16.15122,542,12.78576669133384,542.jpg
18252,16.15122,543,12.728810585174235,543.jpg
18253,16.15122,544,12.764538349903512,544.jpg
18254,16.15122,545,12.689863486218789,545.jpg
18255,16.15122,546,12.721839578519893,546.jpg
18256,16.15122,547,13.023954627111245,547.jpg
18257,16.15122,548,12.938572010803997,548.jpg
18258,16.15122,549,13.112206155673803,549.jpg
18259,16.15122,550,12.863276882738894,550.jpg
18260,16.15122,551,12.7551308318817,551.jpg
18261,16.15122,552,12.947717499485195,552.jpg
18262,16.15122,553,12.818838945540476,553.jpg
18263,16.15122,554,12.7206606214066,554.jpg
18264,16.15122,555,12.719882113227737,555.jpg
18265,16.15122,556,12.588780916100092,556.jpg
18266,16.15122,557,12.64115319968707,557.jpg
18267,16.15122,558,12.615590470824111,558.jpg
18268,16.15122,559,12.71130837793194,559.jpg
18269,16.15122,560,12.639745914381116,560.jpg
18270,16.15122,561,12.044515539668772,561.jpg
18271,16.15122,562,11.849184152621602,562.jpg
18272,16.15122,563,11.9611554586902,563.jpg
18273,16.15122,564,11.779119349427454,564.jpg
18274,16.15122,565,11.505448769380926,565.jpg
18275,16.15122,566,11.582314907359995,566.jpg
18276,16.15122,567,11.389943274070736,567.jpg
18277,16.15122,568,11.272684269550597,568.jpg
18278,16.15122,569,11.65487196292064,569.jpg
18279,16.15122,570,11.671875533108889,570.jpg
18280,16.15122,571,11.755570526533493,571.jpg
18281,16.15122,572,11.168457463957552,572.jpg
18282,16.15122,573,11.062967040235964,573.jpg
18283,16.46041,574,11.748272420502015,574.jpg
