Actual_index,Actual,Predicted_index,Predicted,images
19921,15.20314,2212,6.058624575469043,2212.jpg
19922,15.20314,2213,4.619841173772489,2213.jpg
19923,15.20314,2214,5.053182428593901,2214.jpg
19924,15.20314,2215,5.889950913060677,2215.jpg
19925,15.20314,2216,5.250952426041977,2216.jpg
19926,15.20314,2217,5.670940563046502,2217.jpg
19927,15.20314,2218,4.953716230833994,2218.jpg
19928,15.20314,2219,5.367960945905404,2219.jpg
19929,15.20314,2220,6.553601848108869,2220.jpg
19930,15.20314,2221,4.886038728334533,2221.jpg
19931,15.20314,2222,4.961550756521367,2222.jpg
19932,15.20314,2223,3.1169323006022767,2223.jpg
19933,15.20314,2224,3.8349733900473755,2224.jpg
19934,15.20314,2225,4.0017625868819735,2225.jpg
19935,15.20314,2226,3.6919368555759817,2226.jpg
19936,15.20314,2227,2.266460859412595,2227.jpg
19937,15.20314,2228,1.7326346759369429,2228.jpg
19938,15.20314,2229,2.5335605319002976,2229.jpg
19939,15.20314,2230,2.985899438674277,2230.jpg
19940,15.20314,2231,4.68708954054723,2231.jpg
19941,15.20314,2232,2.010576555800049,2232.jpg
19942,15.20314,2233,1.6937148644161617,2233.jpg
19943,15.20314,2234,1.4415743035499178,2234.jpg
19944,15.62322,2235,1.9329850851558286,2235.jpg
19945,15.62322,2236,2.9409110882637197,2236.jpg
19946,15.62322,2237,2.172623802876503,2237.jpg
19947,15.62322,2238,3.051895848617338,2238.jpg
19948,15.62322,2239,2.421010359055204,2239.jpg
19949,15.62322,2240,3.4332361155440303,2240.jpg
19950,15.62322,2241,3.8665176645254817,2241.jpg
19951,15.62322,2242,3.2286381955541748,2242.jpg
19952,15.62322,2243,4.3900893699878445,2243.jpg
19953,15.62322,2244,4.9881637017802,2244.jpg
19954,15.62322,2245,4.74083225974206,2245.jpg
19955,15.62322,2246,5.3552062858437495,2246.jpg
19956,15.62322,2247,5.184520350047951,2247.jpg
19957,15.62322,2248,6.643011343450357,2248.jpg
19958,15.62322,2249,7.000399306611475,2249.jpg
19959,15.62322,2250,6.665991561509069,2250.jpg
19960,15.62322,2251,6.533650768524425,2251.jpg
19961,15.62322,2252,5.763049881838724,2252.jpg
19962,15.62322,2253,7.341531888391354,2253.jpg
19963,15.62322,2254,7.693281381291162,2254.jpg
19964,15.62322,2255,7.472517638680009,2255.jpg
19965,15.62322,2256,6.539316292994467,2256.jpg
19966,15.62322,2257,6.241132267577106,2257.jpg
19967,15.62322,2258,6.898589654633101,2258.jpg
19968,15.62322,2259,5.350294547603214,2259.jpg
19969,15.62322,2260,4.948088022513927,2260.jpg
19970,15.62322,2261,5.39706007965636,2261.jpg
19971,15.62322,2262,4.227262215376902,2262.jpg
19972,15.62322,2263,3.378891673430844,2263.jpg
19973,15.62322,2264,2.6886399208725607,2264.jpg
19974,15.62322,2265,3.760217013897546,2265.jpg
19975,15.62322,2266,4.498625257999317,2266.jpg
19976,15.62322,2267,2.8571270025310493,2267.jpg
19977,16.30612,2268,3.9736915130628443,2268.jpg
19978,16.30612,2269,3.6330603670482606,2269.jpg
19979,16.30612,2270,5.80766133913453,2270.jpg
19980,16.30612,2271,5.998235849963562,2271.jpg
19981,16.30612,2272,4.449769088643789,2272.jpg
19982,16.30612,2273,5.002840143565596,2273.jpg
19983,16.30612,2274,4.596218185030448,2274.jpg
19984,16.30612,2275,7.808611140857562,2275.jpg
19985,16.30612,2276,7.686241223146394,2276.jpg
19986,16.30612,2277,4.806168173830553,2277.jpg
19987,16.30612,2278,5.84449984239042,2278.jpg
19988,16.30612,2279,6.640490637519506,2279.jpg
19989,16.30612,2280,6.046540673203201,2280.jpg
19990,16.30612,2281,8.44149910831776,2281.jpg
19991,16.30612,2282,5.141283059974997,2282.jpg
19992,16.30612,2283,4.914134990554897,2283.jpg
19993,16.30612,2284,6.487347956730977,2284.jpg
19994,16.30612,2285,4.288984993244009,2285.jpg
19995,16.30612,2286,6.646608620308003,2286.jpg
19996,16.30612,2287,3.3186288899315315,2287.jpg
19997,16.30612,2288,4.079716024180959,2288.jpg
19998,16.30612,2289,5.569873036000768,2289.jpg
19999,16.30612,2290,3.129650577417703,2290.jpg
20000,16.30612,2291,4.942846036346108,2291.jpg
20001,16.30612,2292,4.440878515912107,2292.jpg
20002,16.30612,2293,3.985600962327551,2293.jpg
20003,16.30612,2294,5.8023745735867385,2294.jpg
20004,16.30612,2295,5.482394651420515,2295.jpg
20005,16.30612,2296,6.804638783839584,2296.jpg
20006,16.30612,2297,6.999200058841634,2297.jpg
20007,16.30612,2298,7.49701102662023,2298.jpg
20008,16.30612,2299,8.322955961786588,2299.jpg
20009,16.30612,2300,8.736787866948893,2300.jpg
20010,16.95471,2301,10.095069604755004,2301.jpg
20011,16.95471,2302,9.01017997522623,2302.jpg
20012,16.95471,2303,11.70174081406403,2303.jpg
20013,16.95471,2304,12.912731743075591,2304.jpg
20014,16.95471,2305,12.40738990978005,2305.jpg
20015,16.95471,2306,13.24411314841498,2306.jpg
20016,16.95471,2307,11.963684094302922,2307.jpg
20017,16.95471,2308,13.22117234553968,2308.jpg
20018,16.95471,2309,13.136774175913974,2309.jpg
20019,16.95471,2310,13.024302366983829,2310.jpg
20020,16.95471,2311,13.467268856239569,2311.jpg
20021,16.95471,2312,12.581445027466769,2312.jpg
20022,16.95471,2313,12.90026814898375,2313.jpg
20023,16.95471,2314,13.245117652527137,2314.jpg
20024,16.95471,2315,13.80187554306653,2315.jpg
20025,16.95471,2316,13.563401672289936,2316.jpg
20026,16.95471,2317,13.595980653639083,2317.jpg
20027,16.95471,2318,12.03951657492767,2318.jpg
20028,16.95471,2319,13.32155442155555,2319.jpg
20029,16.95471,2320,11.840498585488849,2320.jpg
20030,16.95471,2321,12.709160600274908,2321.jpg
20031,16.95471,2322,14.138001580262344,2322.jpg
20032,16.95471,2323,13.015235475443513,2323.jpg
20033,16.95471,2324,13.544010451568097,2324.jpg
20034,16.95471,2325,12.749324905397376,2325.jpg
20035,16.95471,2326,12.8410355244497,2326.jpg
20036,16.95471,2327,13.089401206907008,2327.jpg
20037,16.95471,2328,12.861516493363798,2328.jpg
20038,16.95471,2329,12.643385405133422,2329.jpg
20039,16.95471,2330,12.408938530004036,2330.jpg
20040,16.95471,2331,13.01336733568536,2331.jpg
20041,16.95471,2332,13.377395707734632,2332.jpg
20042,16.95471,2333,13.698113615073106,2333.jpg
20043,17.84994,2334,13.196537156229551,2334.jpg
20044,17.84994,2335,13.202981305491427,2335.jpg
20045,17.84994,2336,13.718415524773803,2336.jpg
20046,17.84994,2337,12.538189545770702,2337.jpg
20047,17.84994,2338,13.42379180990302,2338.jpg
20048,17.84994,2339,12.892105707628469,2339.jpg
20049,17.84994,2340,12.931710503727237,2340.jpg
20050,17.84994,2341,13.5366606859915,2341.jpg
20051,17.84994,2342,13.291057797988008,2342.jpg
20052,17.84994,2343,13.99457328452269,2343.jpg
20053,17.84994,2344,15.410213151697905,2344.jpg
20054,17.84994,2345,13.836592914728731,2345.jpg
20055,17.84994,2346,14.177668647686383,2346.jpg
20056,17.84994,2347,13.73113123610392,2347.jpg
20057,17.84994,2348,13.532688031987693,2348.jpg
20058,17.84994,2349,16.270767883062863,2349.jpg
20059,17.84994,2350,13.886857360600448,2350.jpg
20060,17.84994,2351,15.541614510606912,2351.jpg
20061,17.84994,2352,16.213401765705406,2352.jpg
20062,17.84994,2353,14.826789606837837,2353.jpg
20063,17.84994,2354,17.950669121374748,2354.jpg
20064,17.84994,2355,16.98265880454011,2355.jpg
20065,17.84994,2356,16.419156952796378,2356.jpg
20066,17.84994,2357,16.882895943387897,2357.jpg
20067,17.84994,2358,16.48002332502155,2358.jpg
20068,17.84994,2359,16.351081333621867,2359.jpg
20069,17.84994,2360,16.15136319991913,2360.jpg
20070,17.84994,2361,16.46387429466774,2361.jpg
20071,17.84994,2362,17.291787190293434,2362.jpg
20072,17.84994,2363,17.354413485441825,2363.jpg
20073,17.84994,2364,16.479792431343572,2364.jpg
20074,17.84994,2365,14.920561826563343,2365.jpg
20075,17.84994,2366,17.83464621432255,2366.jpg
20076,16.81212,2367,17.2554361292466,2367.jpg
20077,16.81212,2368,17.25162101936347,2368.jpg
20078,16.81212,2369,15.968637208333709,2369.jpg
20079,16.81212,2370,15.662919518688152,2370.jpg
20080,16.81212,2371,18.060309100973623,2371.jpg
20081,16.81212,2372,16.51706146967981,2372.jpg
20082,16.81212,2373,16.692940880648457,2373.jpg
20083,16.81212,2374,15.872611559601548,2374.jpg
20084,16.81212,2375,17.019963293218822,2375.jpg
20085,16.81212,2376,18.15047937932274,2376.jpg
20086,16.81212,2377,17.497803123982365,2377.jpg
20087,16.81212,2378,17.066925201511214,2378.jpg
20088,16.81212,2379,17.152996767237386,2379.jpg
20089,16.81212,2380,17.24512800926772,2380.jpg
20090,16.81212,2381,17.477832453419182,2381.jpg
20091,16.81212,2382,16.94499468146601,2382.jpg
20092,16.81212,2383,17.015715315995976,2383.jpg
20093,16.81212,2384,17.3174373788829,2384.jpg
20094,16.81212,2385,17.088403910985285,2385.jpg
20095,16.81212,2386,17.527233438564355,2386.jpg
20096,16.81212,2387,17.55188728594947,2387.jpg
20097,16.81212,2388,18.04691773410301,2388.jpg
20098,16.81212,2389,17.18719515288251,2389.jpg
20099,16.81212,2390,17.28007644952735,2390.jpg
20100,16.81212,2391,15.705007937793734,2391.jpg
20101,16.81212,2392,17.686918573347352,2392.jpg
20102,16.81212,2393,18.003349263199024,2393.jpg
20103,16.81212,2394,16.95840097479661,2394.jpg
20104,16.81212,2395,16.162783807619157,2395.jpg
20105,16.81212,2396,15.724174911776815,2396.jpg
20106,16.81212,2397,17.2474103582906,2397.jpg
20107,16.81212,2398,17.753213978942092,2398.jpg
20108,16.81212,2399,17.529990635595674,2399.jpg
20109,16.30071,2400,16.866419463818055,2400.jpg
20110,16.30071,2401,16.05458143269809,2401.jpg
20111,16.30071,2402,18.81020139023037,2402.jpg
20112,16.30071,2403,18.473025253251656,2403.jpg
20113,16.30071,2404,18.115531405514982,2404.jpg
20114,16.30071,2405,17.030148736354658,2405.jpg
20115,16.30071,2406,17.32502748378793,2406.jpg
20116,16.30071,2407,13.706897661857903,2407.jpg
20117,16.30071,2408,15.175171083976409,2408.jpg
20118,16.30071,2409,16.337145850639423,2409.jpg
20119,16.30071,2410,14.721150851420091,2410.jpg
20120,16.30071,2411,13.307834322726247,2411.jpg
20121,16.30071,2412,8.671216861115553,2412.jpg
20122,16.30071,2413,12.24718608051239,2413.jpg
20123,16.30071,2414,20.0794514587135,2414.jpg
20124,16.30071,2415,17.69096784207158,2415.jpg
20125,16.30071,2416,14.726420708087424,2416.jpg
20126,16.30071,2417,10.000081344992164,2417.jpg
20127,16.30071,2418,17.58930185727061,2418.jpg
20128,16.30071,2419,19.77273789431547,2419.jpg
20129,16.30071,2420,18.725212925757244,2420.jpg
20130,16.30071,2421,17.514403679750874,2421.jpg
20131,16.30071,2422,17.435215077887698,2422.jpg
20132,16.30071,2423,17.976999863249393,2423.jpg
20133,16.30071,2424,20.877911183615346,2424.jpg
20134,16.30071,2425,20.22601063774259,2425.jpg
20135,16.30071,2426,20.566100699582528,2426.jpg
20136,16.30071,2427,18.721356301657263,2427.jpg
20137,16.30071,2428,19.901552777579298,2428.jpg
20138,16.30071,2429,20.89492828090796,2429.jpg
20139,16.30071,2430,20.28818400812065,2430.jpg
20140,16.30071,2431,20.557869689801663,2431.jpg
20141,16.30071,2432,19.075962345837706,2432.jpg
20142,16.30071,2433,21.285174979930076,2433.jpg
20143,16.35373,2434,21.23190384358056,2434.jpg
20144,16.35373,2435,21.36470036004678,2435.jpg
20145,16.35373,2436,20.64136923989077,2436.jpg
20146,16.35373,2437,18.55309591560988,2437.jpg
20147,16.35373,2438,20.36490321375919,2438.jpg
20148,16.35373,2439,19.785277986514764,2439.jpg
20149,16.35373,2440,21.64826578371121,2440.jpg
20150,16.35373,2441,18.54720602778811,2441.jpg
20151,16.35373,2442,17.38545679060651,2442.jpg
20152,16.35373,2443,19.461081805853176,2443.jpg
20153,16.35373,2444,19.33961867058641,2444.jpg
20154,16.35373,2445,20.295638841982026,2445.jpg
20155,16.35373,2446,17.313951584023307,2446.jpg
20156,16.35373,2447,16.011919277786635,2447.jpg
20157,16.35373,2448,18.31284054851086,2448.jpg
20158,16.35373,2449,17.73617402550762,2449.jpg
20159,16.35373,2450,18.50841355762912,2450.jpg
20160,16.35373,2451,17.869039576851293,2451.jpg
20161,16.35373,2452,16.98547150934452,2452.jpg
20162,16.35373,2453,18.32899191112404,2453.jpg
20163,16.35373,2454,18.295176482468044,2454.jpg
20164,16.35373,2455,16.795721218978073,2455.jpg
20165,16.35373,2456,16.462858362484656,2456.jpg
20166,16.35373,2457,15.670886283482002,2457.jpg
20167,16.35373,2458,16.50143836381472,2458.jpg
20168,16.35373,2459,17.690198662930207,2459.jpg
20169,16.35373,2460,15.644622010999502,2460.jpg
20170,16.35373,2461,15.609477427726564,2461.jpg
20171,16.35373,2462,13.502903447206872,2462.jpg
20172,16.35373,2463,17.95439607185356,2463.jpg
20173,16.35373,2464,18.88138754373129,2464.jpg
20174,16.35373,2465,16.68963420330875,2465.jpg
20175,16.35373,2466,16.22239215913827,2466.jpg
20176,17.04061,2467,14.953699617258376,2467.jpg
20177,17.04061,2468,17.731464260928824,2468.jpg
20178,17.04061,2469,19.821896790937675,2469.jpg
20179,17.04061,2470,18.42635674318845,2470.jpg
20180,17.04061,2471,17.864868564187773,2471.jpg
20181,17.04061,2472,15.642373479737536,2472.jpg
20182,17.04061,2473,19.51160554066074,2473.jpg
20183,17.04061,2474,19.861599775156066,2474.jpg
20184,17.04061,2475,17.52791679056078,2475.jpg
20185,17.04061,2476,18.8890518144844,2476.jpg
20186,17.04061,2477,17.233115474138707,2477.jpg
20187,17.04061,2478,16.8355618064995,2478.jpg
20188,17.04061,2479,18.949043589444518,2479.jpg
20189,17.04061,2480,18.788301474713457,2480.jpg
20190,17.04061,2481,16.502992348235267,2481.jpg
20191,17.04061,2482,14.072749394285358,2482.jpg
20192,17.04061,2483,16.73732424297754,2483.jpg
20193,17.04061,2484,18.50312259401446,2484.jpg
20194,17.04061,2485,15.290668066539888,2485.jpg
20195,17.04061,2486,15.40350417438417,2486.jpg
20196,17.04061,2487,10.140628892260189,2487.jpg
20197,17.04061,2488,17.48512402912441,2488.jpg
20198,17.04061,2489,19.227332043050524,2489.jpg
20199,17.04061,2490,18.313557485042267,2490.jpg
20200,17.04061,2491,15.548065306808002,2491.jpg
20201,17.04061,2492,8.670417362602327,2492.jpg
20202,17.04061,2493,18.130991019997992,2493.jpg
20203,17.04061,2494,19.17087410749309,2494.jpg
20204,17.04061,2495,15.870727560479658,2495.jpg
20205,17.04061,2496,17.499866707076013,2496.jpg
20206,17.04061,2497,7.126110419101081,2497.jpg
20207,17.04061,2498,20.559938870317808,2498.jpg
20208,17.04061,2499,21.150114306064083,2499.jpg
20209,16.95624,2500,18.58673269319787,2500.jpg
20210,16.95624,2501,21.073957641386425,2501.jpg
20211,16.95624,2502,11.455725116151434,2502.jpg
20212,16.95624,2503,20.478510833004226,2503.jpg
20213,16.95624,2504,21.110005042262834,2504.jpg
20214,16.95624,2505,19.876385833132016,2505.jpg
20215,16.95624,2506,19.320044484116725,2506.jpg
20216,16.95624,2507,17.223972550942815,2507.jpg
20217,16.95624,2508,20.715500104076632,2508.jpg
20218,16.95624,2509,21.376813182328853,2509.jpg
20219,16.95624,2510,21.078871245434456,2510.jpg
20220,16.95624,2511,20.961894910750384,2511.jpg
20221,16.95624,2512,20.15290223606606,2512.jpg
20222,16.95624,2513,21.93458607214758,2513.jpg
20223,16.95624,2514,22.24609009729873,2514.jpg
20224,16.95624,2515,20.97607644709673,2515.jpg
20225,16.95624,2516,21.329228560783744,2516.jpg
20226,16.95624,2517,20.575904118632984,2517.jpg
20227,16.95624,2518,20.65649720709087,2518.jpg
20228,16.95624,2519,21.995980467894903,2519.jpg
20229,16.95624,2520,20.398904756713197,2520.jpg
20230,16.95624,2521,21.73813986511989,2521.jpg
20231,16.95624,2522,20.478156796031328,2522.jpg
20232,16.95624,2523,19.478997755908324,2523.jpg
20233,16.95624,2524,20.363398906463303,2524.jpg
20234,16.95624,2525,20.12523650892604,2525.jpg
20235,16.95624,2526,20.92236078211063,2526.jpg
20236,16.95624,2527,19.805513135290894,2527.jpg
20237,16.95624,2528,19.18851858255717,2528.jpg
20238,16.95624,2529,20.837749210752254,2529.jpg
20239,16.95624,2530,20.502018608133213,2530.jpg
20240,16.95624,2531,20.529352687990325,2531.jpg
20241,16.95624,2532,19.863578464008523,2532.jpg
20242,16.78924,2533,20.240288729627,2533.jpg
20243,16.78924,2534,19.939807895178635,2534.jpg
20244,16.78924,2535,20.59889273282544,2535.jpg
20245,16.78924,2536,21.03179972095151,2536.jpg
20246,16.78924,2537,20.003169318481547,2537.jpg
20247,16.78924,2538,20.781426079786613,2538.jpg
20248,16.78924,2539,19.005202062898388,2539.jpg
20249,16.78924,2540,19.80159587244721,2540.jpg
20250,16.78924,2541,20.67044971556674,2541.jpg
20251,16.78924,2542,20.31119174683997,2542.jpg
20252,16.78924,2543,20.672444730234808,2543.jpg
20253,16.78924,2544,20.853028308359757,2544.jpg
20254,16.78924,2545,20.65458941892337,2545.jpg
20255,16.78924,2546,20.33032793499932,2546.jpg
20256,16.78924,2547,20.921040723305246,2547.jpg
20257,16.78924,2548,20.519462975343053,2548.jpg
20258,16.78924,2549,21.486644873648228,2549.jpg
20259,16.78924,2550,21.708376503899373,2550.jpg
20260,16.78924,2551,20.939734715087383,2551.jpg
20261,16.78924,2552,22.124971203515493,2552.jpg
20262,16.78924,2553,22.287306717850505,2553.jpg
20263,16.78924,2554,23.081384127389597,2554.jpg
20264,16.78924,2555,22.827939367081704,2555.jpg
20265,16.78924,2556,22.330582256977188,2556.jpg
20266,16.78924,2557,22.566689001102677,2557.jpg
20267,16.78924,2558,22.652582382212717,2558.jpg
20268,16.78924,2559,23.129439865328145,2559.jpg
20269,16.78924,2560,22.10825543413393,2560.jpg
20270,16.78924,2561,22.28534761997679,2561.jpg
20271,16.78924,2562,22.607622018914636,2562.jpg
20272,16.78924,2563,22.87566765580422,2563.jpg
20273,16.78924,2564,22.799990503653746,2564.jpg
20274,16.78924,2565,23.36131029352765,2565.jpg
20275,16.70302,2566,22.699962697836703,2566.jpg
20276,16.70302,2567,23.24431296850922,2567.jpg
20277,16.70302,2568,22.715765154447613,2568.jpg
20278,16.70302,2569,23.547305179850937,2569.jpg
20279,16.70302,2570,22.938460474271878,2570.jpg
20280,16.70302,2571,22.498109380677548,2571.jpg
20281,16.70302,2572,23.19370014139359,2572.jpg
20282,16.70302,2573,22.75270067969344,2573.jpg
20283,16.70302,2574,23.2518303069218,2574.jpg
20284,16.70302,2575,23.202081348678107,2575.jpg
20285,16.70302,2576,23.02113627035027,2576.jpg
20286,16.70302,2577,22.99101187537873,2577.jpg
20287,16.70302,2578,22.311255290001085,2578.jpg
20288,16.70302,2579,22.45473122213844,2579.jpg
20289,16.70302,2580,23.54052949991912,2580.jpg
20290,16.70302,2581,23.107071632129035,2581.jpg
20291,16.70302,2582,22.846928622900528,2582.jpg
20292,16.70302,2583,21.037522619002143,2583.jpg
20293,16.70302,2584,21.09357007690984,2584.jpg
20294,16.70302,2585,21.3648953369304,2585.jpg
20295,16.70302,2586,20.79353237174244,2586.jpg
20296,16.70302,2587,20.730793661692253,2587.jpg
20297,16.70302,2588,19.632312557438617,2588.jpg
20298,16.70302,2589,18.959351709423395,2589.jpg
20299,16.70302,2590,16.55635910721909,2590.jpg
20300,16.70302,2591,18.365344837978377,2591.jpg
20301,16.70302,2592,19.071208268330818,2592.jpg
20302,16.70302,2593,19.8438648084283,2593.jpg
20303,16.70302,2594,18.58297122528033,2594.jpg
20304,16.70302,2595,16.920946288614246,2595.jpg
20305,16.70302,2596,19.52640372638543,2596.jpg
20306,16.70302,2597,19.385733035822486,2597.jpg
20307,16.70302,2598,19.605972020074606,2598.jpg
20308,16.55675,2599,17.413352478520757,2599.jpg
20309,16.55675,2600,17.373848202800982,2600.jpg
20310,16.55675,2601,19.335842276208886,2601.jpg
20311,16.55675,2602,18.471575520825105,2602.jpg
20312,16.55675,2603,16.166240216010642,2603.jpg
20313,16.55675,2604,17.369270444102728,2604.jpg
20314,16.55675,2605,16.159962706681,2605.jpg
20315,16.55675,2606,19.169974321826807,2606.jpg
20316,16.55675,2607,17.326909617102324,2607.jpg
20317,16.55675,2608,14.764550000293566,2608.jpg
20318,16.55675,2609,14.70002676198376,2609.jpg
20319,16.55675,2610,14.464079661012388,2610.jpg
20320,16.55675,2611,16.236614276797713,2611.jpg
20321,16.55675,2612,14.2405364482929,2612.jpg
20322,16.55675,2613,13.866008361157215,2613.jpg
20323,16.55675,2614,12.618952189485036,2614.jpg
20324,16.55675,2615,12.643783288582537,2615.jpg
20325,16.55675,2616,13.560873852967998,2616.jpg
20326,16.55675,2617,12.097249556684575,2617.jpg
20327,16.55675,2618,12.666409353055386,2618.jpg
20328,16.55675,2619,12.872043612497846,2619.jpg
20329,16.55675,2620,12.39489436373479,2620.jpg
20330,16.55675,2621,12.454400095841471,2621.jpg
20331,16.55675,2622,12.276089537701914,2622.jpg
20332,16.55675,2623,12.654084645009233,2623.jpg
20333,16.55675,2624,12.737970300637617,2624.jpg
20334,16.55675,2625,12.569358093263745,2625.jpg
20335,16.55675,2626,12.856427036959005,2626.jpg
20336,16.55675,2627,12.287660109679654,2627.jpg
20337,16.55675,2628,13.064908635257568,2628.jpg
20338,16.55675,2629,14.543427789416713,2629.jpg
20339,16.55675,2630,14.572771927014852,2630.jpg
20340,16.55675,2631,15.110767840411368,2631.jpg
20341,15.53872,2632,15.58754812574154,2632.jpg
20342,15.53872,2633,14.581899573911846,2633.jpg
20343,15.53872,2634,14.295361394143503,2634.jpg
20344,15.53872,2635,14.905464528574004,2635.jpg
20345,15.53872,2636,15.82148283671251,2636.jpg
20346,15.53872,2637,15.135184380405232,2637.jpg
20347,15.53872,2638,15.6365649877679,2638.jpg
20348,15.53872,2639,14.854709550249563,2639.jpg
20349,15.53872,2640,14.785816007712771,2640.jpg
20350,15.53872,2641,16.609890523714682,2641.jpg
20351,15.53872,2642,16.061464396561085,2642.jpg
20352,15.53872,2643,16.470191918858607,2643.jpg
20353,15.53872,2644,14.609245664904732,2644.jpg
20354,15.53872,2645,15.22034893046106,2645.jpg
20355,15.53872,2646,15.859952055722337,2646.jpg
20356,15.53872,2647,14.668611578061975,2647.jpg
20357,15.53872,2648,16.993612027461694,2648.jpg
20358,15.53872,2649,13.783337462823503,2649.jpg
20359,15.53872,2650,15.320366824175764,2650.jpg
20360,15.53872,2651,14.503904272557108,2651.jpg
20361,15.53872,2652,14.21865186738136,2652.jpg
20362,15.53872,2653,16.507872367748323,2653.jpg
20363,15.53872,2654,13.151128999131767,2654.jpg
20364,15.53872,2655,15.6377096606684,2655.jpg
20365,15.53872,2656,14.202715947227802,2656.jpg
20366,15.53872,2657,13.802303046209689,2657.jpg
20367,15.53872,2658,16.107538880161872,2658.jpg
20368,15.53872,2659,12.704091551139632,2659.jpg
20369,15.53872,2660,11.058162585926608,2660.jpg
20370,15.53872,2661,13.934211146774068,2661.jpg
20371,15.53872,2662,12.004068098258369,2662.jpg
20372,15.53872,2663,12.575175914270872,2663.jpg
20373,15.53872,2664,13.32919058858321,2664.jpg
20374,15.53872,2665,13.110289038468808,2665.jpg
20375,14.95661,2666,15.887460122128708,2666.jpg
20376,14.95661,2667,14.21206661642739,2667.jpg
20377,14.95661,2668,15.694188586560188,2668.jpg
20378,14.95661,2669,15.90689530593974,2669.jpg
20379,14.95661,2670,15.081022904039896,2670.jpg
20380,14.95661,2671,16.53901642651794,2671.jpg
20381,14.95661,2672,15.776884440069196,2672.jpg
20382,14.95661,2673,15.641329327216033,2673.jpg
20383,14.95661,2674,16.721721427768998,2674.jpg
20384,14.95661,2675,16.7057123329776,2675.jpg
20385,14.95661,2676,16.885954001878396,2676.jpg
20386,14.95661,2677,16.739223635011296,2677.jpg
20387,14.95661,2678,16.47170275648074,2678.jpg
20388,14.95661,2679,16.120923017028424,2679.jpg
20389,14.95661,2680,16.815224038310934,2680.jpg
20390,14.95661,2681,16.202726081649267,2681.jpg
20391,14.95661,2682,16.56801340730834,2682.jpg
20392,14.95661,2683,16.312620743971724,2683.jpg
20393,14.95661,2684,16.55140305605046,2684.jpg
20394,14.95661,2685,16.11370234200815,2685.jpg
20395,14.95661,2686,16.248528623807104,2686.jpg
20396,14.95661,2687,16.576854536141305,2687.jpg
20397,14.95661,2688,16.467170710066206,2688.jpg
20398,14.95661,2689,16.392095280834088,2689.jpg
20399,14.95661,2690,15.755132389796556,2690.jpg
20400,14.95661,2691,16.15845046970324,2691.jpg
20401,14.95661,2692,16.18359549091241,2692.jpg
20402,14.95661,2693,15.848704968119696,2693.jpg
20403,14.95661,2694,15.565344316828256,2694.jpg
20404,14.95661,2695,15.591355539168736,2695.jpg
20405,14.95661,2696,15.01306786267499,2696.jpg
20406,14.95661,2697,15.356061820660845,2697.jpg
20407,14.95661,2698,15.189526606872018,2698.jpg
20408,14.54566,2699,14.346124302149814,2699.jpg
20409,14.54566,2700,14.514667416339751,2700.jpg
20410,14.54566,2701,14.142680150872016,2701.jpg
20411,14.54566,2702,13.931689216407046,2702.jpg
20412,14.54566,2703,14.361456400351578,2703.jpg
20413,14.54566,2704,13.266298066027336,2704.jpg
20414,14.54566,2705,13.341765548060136,2705.jpg
20415,14.54566,2706,13.79789356002523,2706.jpg
20416,14.54566,2707,13.486681183908738,2707.jpg
20417,14.54566,2708,13.940069490787812,2708.jpg
20418,14.54566,2709,13.39938354942993,2709.jpg
20419,14.54566,2710,13.658530975438383,2710.jpg
20420,14.54566,2711,14.169363005605572,2711.jpg
20421,14.54566,2712,13.59008318597435,2712.jpg
20422,14.54566,2713,14.141406678947614,2713.jpg
20423,14.54566,2714,14.037229375559775,2714.jpg
20424,14.54566,2715,14.080242593813423,2715.jpg
20425,14.54566,2716,14.899129645663775,2716.jpg
20426,14.54566,2717,14.790992574005166,2717.jpg
20427,14.54566,2718,14.790133019813071,2718.jpg
20428,14.54566,2719,15.047854210908167,2719.jpg
20429,14.54566,2720,14.810784243661434,2720.jpg
20430,14.54566,2721,14.79782644380835,2721.jpg
20431,14.54566,2722,14.886964930610642,2722.jpg
20432,14.54566,2723,14.767460543378691,2723.jpg
20433,14.54566,2724,15.03593858115612,2724.jpg
20434,14.54566,2725,14.605677424676283,2725.jpg
20435,14.54566,2726,14.991155352957458,2726.jpg
20436,14.54566,2727,14.81033889873407,2727.jpg
20437,14.54566,2728,14.51353510441393,2728.jpg
20438,14.54566,2729,14.895441410690566,2729.jpg
20439,14.54566,2730,14.616287222405123,2730.jpg
20440,14.54566,2731,14.434561420252017,2731.jpg
20441,14.45039,2732,14.499861883998031,2732.jpg
20442,14.45039,2733,13.868211063522494,2733.jpg
20443,14.45039,2734,14.10461546225052,2734.jpg
20444,14.45039,2735,14.35620543498517,2735.jpg
20445,14.45039,2736,14.235039196336652,2736.jpg
20446,14.45039,2737,14.593933682440063,2737.jpg
20447,14.45039,2738,13.890376973220956,2738.jpg
20448,14.45039,2739,13.729206189217056,2739.jpg
20449,14.45039,2740,14.2013598550151,2740.jpg
20450,14.45039,2741,14.102514388087442,2741.jpg
20451,14.45039,2742,14.242058597372996,2742.jpg
20452,14.45039,2743,13.889157551407536,2743.jpg
20453,14.45039,2744,13.68000478716777,2744.jpg
20454,14.45039,2745,13.773028526553846,2745.jpg
20455,14.45039,2746,13.961437068102734,2746.jpg
20456,14.45039,2747,13.98964469570818,2747.jpg
